GeneName;baseMean;log2FC;pval;padj
Ptov1;71.07770026;-0.052484235;0.684041718;0.99995239
Dennd5a;173.121127;0.108791145;0.684115139;0.99995239
Usp4;111.1896741;-0.032249665;0.684167221;0.99995239
Efnb3;4.184557627;0.423523839;0.684446079;0.99995239
Csrnp2;25.22690455;-0.12169192;0.684465427;0.99995239
Fbxo5;42.20425264;0.170732296;0.684592473;0.99995239
Utp18;56.67086615;-0.064426205;0.684594678;0.99995239
Rnf2;84.40850527;0.135000783;0.684595648;0.99995239
R3hcc1l;40.05219443;0.173868864;0.684775858;0.99995239
Ss18;100.6685006;0.12761475;0.684816095;0.99995239
Zbtb46;3.70632247;0.444987356;0.684905033;0.99995239
Snhg17;38.97616533;-0.087656017;0.685089127;0.99995239
1110004F10Rik;53.98079339;-0.066995458;0.685174432;0.99995239
Fam26d;2.391175787;-0.540496864;0.68517704;0.99995239
Dgcr14;51.41027942;-0.069855112;0.685201869;0.99995239
Serpinb6a;127.5094488;0.11862947;0.685224071;0.99995239
Tada2a;27.13984518;0.200189557;0.685271445;0.99995239
Adgra3;92.41894416;-0.039697313;0.685304944;0.99995239
Phf10;121.5912888;-0.028420594;0.685423131;0.99995239
Sptlc2;123.9824645;0.119569178;0.685477292;0.99995239
Mindy1;30.72660886;-0.10489439;0.685490416;0.99995239
Slc2a13;3.766101864;-0.409973498;0.685639367;0.99995239
Ndufaf1;22.4770524;-0.131292729;0.685653263;0.99995239
Rrm2;130.1995216;-0.025786651;0.685702448;0.99995239
Gpaa1;40.59020898;0.172607335;0.685827631;0.99995239
Fam126b;38.01969501;0.176621318;0.686002317;0.99995239
Zfp62;53.98079339;0.156076999;0.686208385;0.99995239
Pole3;69.22453903;-0.053070697;0.686254902;0.99995239
Lrrc39;1.434705472;0.66041583;0.686299195;0.99995239
Tusc3;67.90939235;0.144390523;0.686341818;0.99995239
Pskh1;33.83513738;-0.097086695;0.686462414;0.99995239
Siva1;17.21646567;0.237341011;0.686500864;0.99995239
Pradc1;6.934409782;0.341593646;0.686515578;0.99995239
Slc25a45;1.614043656;0.627994352;0.686601609;0.99995239
Gfm2;24.44977242;-0.123150177;0.686633783;0.99995239
A930004J17Rik;15.06440746;0.24995106;0.686640331;0.99995239
Gemin2;20.2054354;0.223010517;0.686698367;0.99995239
Zfp638;174.3167149;0.108033118;0.686797838;0.99995239
9430091E24Rik;3.825881259;-0.404124422;0.686826909;0.99995239
Fads6;3.825881259;-0.404124422;0.686826909;0.99995239
Serhl;15.24374564;-0.170036393;0.686880543;0.99995239
Iigp1;7.532203728;0.329874605;0.686890086;0.99995239
Ccbe1;7.831100702;0.324655462;0.686908454;0.99995239
Ncln;89.7288714;-0.04048051;0.687058561;0.99995239
Sgf29;9.026688595;-0.238138907;0.687106943;0.99995239
A230072C01Rik;6.336615835;-0.296675579;0.687189302;0.99995239
Farsa;60.73586499;-0.059609902;0.687198556;0.99995239
Cc2d1a;74.54490515;-0.049047199;0.687251644;0.99995239
Vit;14.82528988;-0.17276508;0.687440547;0.99995239
Rras2;84.28894649;-0.043173627;0.687467852;0.99995239
Chic2;56.43174857;0.153246693;0.687557838;0.99995239
Elp3;61.81189409;-0.058524508;0.68757592;0.99995239
Gm45769;2.450955181;-0.527211173;0.687620583;0.99995239
1500011B03Rik;35.09050467;-0.093857368;0.687621082;0.99995239
Gm10557;46.68770724;-0.074703705;0.687674705;0.99995239
Steap3;14.5861723;-0.174397088;0.687739669;0.99995239
4930430F08Rik;18.83050932;-0.146939092;0.687746068;0.99995239
Selenoh;21.64014087;-0.133452156;0.687818996;0.99995239
Arl8b;130.6179774;0.117167857;0.68783394;0.99995239
Cdc27;117.7654075;-0.029007833;0.687892277;0.99995239
1110051M20Rik;23.97153726;-0.124095349;0.6879659;0.99995239
Ttc27;39.57395927;-0.085293398;0.687966991;0.99995239
Hdac7;189.5604605;0.105306518;0.688031371;0.99995239
Pot1a;32.69932888;0.185605217;0.688036659;0.99995239
Rmdn3;23.91175787;-0.124216198;0.688132256;0.99995239
Gata3;11.35808499;0.278407131;0.68815815;0.99995239
Stmn1;176.2894349;0.107385509;0.688316918;0.99995239
Haus2;34.85138709;-0.093976836;0.688386992;0.99995239
Cep89;13.98837835;-0.178730159;0.688414271;0.99995239
Ccdc148;3.108528523;-0.455061388;0.688496438;0.99995239
Gm12609;3.108528523;-0.455061388;0.688496438;0.99995239
Gm10785;3.108528523;-0.455061388;0.688496438;0.99995239
Dctn2;143.3509884;-0.021656402;0.688568589;0.99995239
Cep162;50.63314729;0.158681771;0.688572814;0.99995239
Zfp12;33.11778465;-0.09753479;0.688736648;0.99995239
D630045J12Rik;24.21065484;0.207115974;0.688743973;0.99995239
Stk36;6.575733414;-0.28805387;0.6887856;0.99995239
Acot11;5.021469152;-0.33958417;0.688980203;0.99995239
Ikzf5;5.021469152;-0.33958417;0.688980203;0.99995239
Napa;75.91983123;0.138358263;0.689050269;0.99995239
Mms22l;49.79623576;0.159386876;0.689140219;0.99995239
Ppp2r3d;19.21796668;-0.134932675;0.689197074;0.99995239
Itln1;1.303873845;-0.597381928;0.689208055;0.99995239
Gm37933;1.972720024;-0.597381928;0.689208055;0.99995239
Fam89a;1.972720024;-0.597381928;0.689208055;0.99995239
Snora31;1.972720024;-0.597381928;0.689208055;0.99995239
Gkap1;12.85256985;-0.188117994;0.689358431;0.99995239
Ppp2r3c;25.04756637;0.204165648;0.689364047;0.99995239
Phf14;58.04579222;0.151139289;0.689410873;0.99995239
Setd2;188.6039902;-0.012598371;0.689441227;0.99995239
Tmod2;12.67323167;-0.189760375;0.68946037;0.99995239
Atp6v0a2;116.2111432;-0.029100419;0.68949727;0.99995239
Mmachc;12.55367288;-0.19088244;0.689520306;0.99995239
Tle6;19.24896508;0.225528555;0.689539555;0.99995239
Ecsit;10.87984983;-0.209304973;0.689555316;0.99995239
Nr4a2;10.93962922;-0.20854531;0.689584207;0.99995239
Cenpl;11.05918801;-0.207051789;0.689634351;0.99995239
Acin1;236.6068441;-0.006125723;0.689638723;0.99995239
Fbxo9;20.92278813;-0.135443454;0.689653607;0.99995239
Slc35d1;11.41786438;-0.202767481;0.689726653;0.99995239
Tfpt;11.41786438;-0.202767481;0.689726653;0.99995239
Fmo5;6.755071598;-0.282018883;0.689870022;0.99995239
Ppp1r35;6.755071598;-0.282018883;0.689870022;0.99995239
Zfp472;6.755071598;-0.282018883;0.689870022;0.99995239
Rab3d;16.67845111;0.238120776;0.6899433;0.99995239
Gm26510;3.168307918;-0.446918214;0.69009287;0.99995239
Slc29a2;5.081248547;0.384424019;0.690163243;0.99995239
Eepd1;19.66742085;0.22328456;0.69020895;0.99995239
Hinfp;37.36212167;-0.088137739;0.690312547;0.99995239
Tor1aip2;192.8483272;0.104364424;0.690335743;0.99995239
Dlx1;1.135808499;0.719916841;0.690413678;0.99995239
Nup210l;6.874630387;-0.278183626;0.690543332;0.99995239
Slc26a11;9.504923753;0.297067807;0.690604599;0.99995239
Manbal;17.45558324;-0.152632157;0.690676473;0.99995239
Loxl2;153.6928237;-0.018801259;0.690691385;0.99995239
06-sept;47.04638361;-0.0728881;0.690885735;0.99995239
Bax;22.89550816;-0.126368886;0.690953256;0.99995239
Spindoc;20.38477358;-0.137030868;0.691013758;0.99995239
1700017B05Rik;77.71321307;-0.045806241;0.69107881;0.99995239
Tmem126a;23.19440513;0.209233767;0.691079194;0.99995239
Pisd-ps1;9.206026779;0.300519885;0.691095283;0.99995239
Spc24;22.417273;0.211907238;0.691150367;0.99995239
Gm21781;17.21646567;-0.153717625;0.691162865;0.99995239
Zfp830;14.94484867;0.247684798;0.691239137;0.99995239
Wdr60;27.19962457;0.197015309;0.691288617;0.99995239
Yars2;20.26521479;-0.13739532;0.691313948;0.99995239
Cldn19;3.347646102;0.455945316;0.691357687;0.99995239
Ift52;32.28087312;-0.098082926;0.691412101;0.99995239
Cgn;28.75388884;-0.106859599;0.691586318;0.99995239
S1pr1;3.228087312;-0.439119844;0.691623551;0.99995239
Mapk3;125.7758464;0.117551673;0.691767794;0.99995239
Ppp3r1;144.9650321;0.112744969;0.691848478;0.99995239
Arpin;10.52117346;0.284197579;0.691850664;0.99995239
Arhgap1;87.03879864;-0.040345955;0.691984773;0.99995239
Rnaseh2a;34.31337254;0.180608075;0.691993662;0.99995239
Lclat1;39.03594472;0.172423896;0.69202282;0.99995239
Yars;128.8245955;-0.024608448;0.692026729;0.99995239
Cisd1;35.26984286;-0.09129635;0.692140098;0.99995239
Gm44777;2.570513971;-0.502814519;0.692143218;0.99995239
Arhgap45;2.570513971;-0.502814519;0.692143218;0.99995239
Dyrk3;4.124778232;-0.377719299;0.69216662;0.99995239
Slc25a51;102.3423237;-0.033381905;0.6922762;0.99995239
Tomm40l;4.60301339;0.398130681;0.692284426;0.99995239
Ccdc85c;42.56292901;0.167105626;0.692302694;0.99995239
Tbc1d10a;14.64595169;0.248907142;0.692356261;0.99995239
Zfp658;5.679042494;0.364821883;0.692392508;0.99995239
Zfyve9;42.50314961;-0.0785803;0.692447231;0.99995239
Metap2;237.8622114;-0.005452721;0.692572131;0.99995239
Snrpb;81.53909433;-0.043094467;0.692596253;0.99995239
Emc6;26.54205123;-0.112742416;0.692606888;0.99995239
1810030O07Rik;46.50836905;-0.072845796;0.692668573;0.99995239
Kpna4;229.1941992;-0.006411318;0.692742259;0.99995239
Parvb;33.53624041;0.181762231;0.692770241;0.99995239
Cox10;19.66742085;-0.13928552;0.692802382;0.99995239
Rufy1;24.44977242;-0.1195116;0.692810559;0.99995239
Sprr1a;4.184557627;-0.372942767;0.693126497;0.99995239
Serp2;4.184557627;-0.372942767;0.693126497;0.99995239
Cmtr1;4.363895811;0.406051019;0.693159708;0.99995239
Prkaca;216.8796439;-0.007827767;0.69321953;0.99995239
Dcps;22.05859663;-0.12829334;0.693263109;0.99995239
Psmb4;102.999897;-0.032840884;0.693286828;0.99995239
Pex1;43.57917871;-0.076549764;0.693456333;0.99995239
Dhodh;16.02087777;-0.15964538;0.693467481;0.99995239
Hltf;54.87748431;0.152562255;0.693584618;0.99995239
Arhgap24;36.28609256;-0.088482794;0.693853282;0.99995239
Dhcr7;33.11778465;-0.094894908;0.694003238;0.99995239
Mbd4;24.98778697;0.20193304;0.694008347;0.99995239
Wdr83os;15.60242201;-0.161941256;0.694216398;0.99995239
Ttf1;20.68367056;0.216742462;0.694220315;0.99995239
Apex1;29.65057976;-0.102968113;0.694385761;0.99995239
Tmem35b;5.559483704;-0.311927827;0.694410286;0.99995239
Tada2b;47.28550118;-0.071088452;0.694470675;0.99995239
Paxbp1;92.41894416;-0.036970959;0.694570068;0.99995239
Tspan14;22.65639058;0.209145239;0.694663195;0.99995239
Efna1;23.79219908;-0.120717348;0.694735443;0.99995239
Polm;15.18396625;-0.164367643;0.694930452;0.99995239
Etv4;4.304116416;-0.363831717;0.694949755;0.99995239
Iqcb1;29.47124157;-0.103130364;0.69495974;0.99995239
Dnajc5;107.3637928;-0.030695871;0.695072749;0.99995239
Dnajb4;68.68652448;0.140991445;0.695250848;0.99995239
Trdmt1;8.010438886;-0.247821192;0.695305426;0.99995239
Zfp329;16.97734809;0.233134735;0.695310933;0.99995239
Ankra2;14.94484867;-0.165817103;0.695321475;0.99995239
Phkg1;2.092278813;-0.561976592;0.695329888;0.99995239
Lrrc61;2.092278813;0.549054721;0.695371523;0.99995239
Relb;32.69932888;-0.09513119;0.695375866;0.99995239
Ager;2.510734576;0.508412736;0.695452133;0.99995239
St6gal1;23.49330211;-0.121288079;0.695610111;0.99995239
Mfsd12;12.01565833;0.266751981;0.695621456;0.99995239
Tatdn1;16.25999535;0.236866831;0.695628921;0.99995239
Hspa12a;30.42771189;0.186956959;0.695657842;0.99995239
Lrrn3;14.70573109;-0.167315228;0.695699234;0.99995239
Gtf2e1;50.75270608;-0.066389898;0.695757532;0.99995239
Gm29260;14.64595169;-0.167697653;0.695791512;0.99995239
Mctp1;4.363895811;-0.359483728;0.695815682;0.99995239
Fbxo17;3.407425496;-0.417586682;0.695854676;0.99995239
A930033H14Rik;3.407425496;-0.417586682;0.695854676;0.99995239
Dpysl3;140.6011363;-0.020603359;0.695864907;0.99995239
Trac;6.336615835;0.3452769;0.695892443;0.99995239
Med31;6.336615835;0.3452769;0.695892443;0.99995239
Mapkap1;65.45843716;0.143016613;0.695952612;0.99995239
Ska1;11.35808499;0.272457864;0.696063857;0.99995239
Rfx3;27.31918336;-0.108469098;0.69607941;0.99995239
Abhd5;29.1125652;-0.103460919;0.696110611;0.99995239
Slc41a1;37.72079804;0.172700826;0.696344978;0.99995239
1500004A13Rik;8.488674043;-0.237612197;0.696603058;0.99995239
Gemin6;20.80322935;-0.131475975;0.696694601;0.99995239
Klhdc8b;13.98837835;-0.172127424;0.696744951;0.99995239
Fam53c;108.3800425;0.121654839;0.696784733;0.99995239
Psme1;47.88329513;-0.069363224;0.696827283;0.99995239
2810408I11Rik;5.858380678;-0.298942186;0.696846936;0.99995239
Prdm11;2.749852155;0.487351121;0.696858968;0.99995239
Ccdc186;143.4705472;0.111956663;0.696887055;0.99995239
Wdr7;52.06785276;0.154100808;0.696930254;0.99995239
Fam160b1;41.72601748;0.166364981;0.697011356;0.99995239
Fbxw11;136.4165786;-0.021352893;0.697074872;0.99995239
3110002H16Rik;30.54727068;0.186014018;0.697088178;0.99995239
Rnf130;8.727791622;-0.232951322;0.697127608;0.99995239
Etfdh;88.47350411;-0.038075617;0.697147983;0.99995239
C330011M18Rik;3.467204891;-0.410968804;0.697154793;0.99995239
Megf9;48.00285392;0.158364577;0.697191523;0.99995239
Plk4;78.13166883;0.134603082;0.697266395;0.99995239
Surf6;25.22690455;0.199530528;0.697267423;0.99995239
St7l;13.56992259;-0.175177797;0.697287194;0.99995239
Eva1c;18.59139174;0.223880047;0.697377422;0.99995239
Ric8b;40.88910595;0.167375818;0.697451913;0.99995239
P2rx7;4.4834546;-0.351172145;0.697461998;0.99995239
Socs5;166.306276;0.107252374;0.697462521;0.99995239
Sars;319.2817469;0.002547017;0.6975651;0.99995239
Mark4;32.69932888;0.181200038;0.697665944;0.99995239
Tnfrsf10b;35.68829862;0.175568864;0.697686379;0.99995239
Prkcg;4.722572179;0.387853812;0.697688631;0.99995239
Gm48604;5.977939467;-0.2941412;0.69772352;0.99995239
Atxn7;45.37256055;0.161238032;0.697832703;0.99995239
Epdr1;38.73704775;0.170440021;0.697851366;0.99995239
Lnx2;20.92278813;0.21370611;0.697921589;0.99995239
Neurl1a;20.92278813;0.21370611;0.697921589;0.99995239
Aph1b;13.5101432;0.253018393;0.698002977;0.99995239
Fabp3;1.673823051;-0.635977173;0.698123969;0.99995239
Il7;3.228087312;0.453964952;0.698135405;0.99995239
Naif1;12.79279046;-0.18139213;0.698139217;0.99995239
Ttc16;1.195587893;0.688984982;0.698181945;0.99995239
Rpl19-ps11;1.195587893;0.688984982;0.698181945;0.99995239
Trim7;1.195587893;0.688984982;0.698181945;0.99995239
Sar1b;43.51939932;-0.0745694;0.698229082;0.99995239
Pin4;11.0545826;-0.183464968;0.698355674;0.99995239
Mir186;1.733602445;0.589031196;0.698396654;0.99995239
Gm37416;3.526984286;-0.404603962;0.698404303;0.99995239
Zfp772;6.994189176;0.329209921;0.698415989;0.99995239
Mmgt1;117.8849663;-0.02622645;0.698475883;0.99995239
Arl4a;12.49389349;0.260485223;0.698640834;0.99995239
Gm16536;9.863600121;-0.214053288;0.698700085;0.99995239
Khnyn;26.960507;0.193929454;0.698738575;0.99995239
Gm7233;4.4834546;0.395071263;0.698773998;0.99995239
Micall2;150.5842952;-0.017633167;0.698795855;0.99995239
Tarsl2;11.47764378;0.269225072;0.698870788;0.99995239
Mlxip;57.86645404;0.147970212;0.698982748;0.99995239
Dnajc15;17.03712748;-0.149218832;0.699021693;0.99995239
Stx7;66.83336324;0.141041671;0.699031744;0.99995239
Slc25a26;5.021469152;0.376622864;0.699052531;0.99995239
Slc8a3;1.374926077;0.647815793;0.699190014;0.99995239
Zfp595;5.858380678;0.353134511;0.699308181;0.99995239
Anapc13;19.78697964;-0.134354216;0.69943155;0.99995239
Fam192a;44.65520782;0.161484012;0.699488357;0.99995239
Gm10069;3.58676368;-0.398477859;0.69960565;0.99995239
Ythdc2;25.40624273;0.197755754;0.699693441;0.99995239
Axl;622.2437191;0.078001331;0.699721136;0.99995239
Tfcp2;35.03072528;0.175776607;0.699877914;0.99995239
Ipp;16.55889232;-0.151372941;0.700074969;0.99995239
Clns1a;35.9274162;-0.086183824;0.700102115;0.99995239
Gm7331;2.152058208;0.534884948;0.700253623;0.99995239
Fabp4;2.152058208;0.534884948;0.700253623;0.99995239
Fbxo44;18.77072993;0.221286524;0.700359254;0.99995239
9130008F23Rik;8.907129806;0.296738752;0.700396135;0.99995239
Miip;7.053968571;0.326209405;0.700403181;0.99995239
Zfp112;4.722572179;-0.335936393;0.700441702;0.99995239
Blm;39.87285625;0.167616127;0.700472736;0.99995239
Gtf3c2;72.51240574;-0.045953127;0.700636512;0.99995239
Wincr1;3.646543075;-0.392577258;0.700761123;0.99995239
Traip;27.61808034;-0.104931566;0.700947445;0.99995239
Epb41l5;34.13403436;-0.089238457;0.701081785;0.99995239
Ythdf3;185.9736968;0.103285765;0.701113115;0.99995239
Gm38399;4.782351574;-0.332388669;0.701126931;0.99995239
Gm16675;4.782351574;-0.332388669;0.701126931;0.99995239
Sem1;55.29594007;-0.0594946;0.701130406;0.99995239
Smc5;183.2836241;0.103690293;0.701132768;0.99995239
Amd2;3.766101864;0.421903743;0.701140024;0.99995239
Qsox2;37.0632247;-0.083547491;0.701238824;0.99995239
Msto1;19.0696269;-0.136574536;0.701334067;0.99995239
Dennd1b;34.01447557;-0.089283254;0.701489309;0.99995239
Psmc6;174.79495;-0.012376524;0.701509513;0.99995239
Abhd17c;37.36212167;0.171013233;0.701662518;0.99995239
Gm36948;2.869410944;-0.4520589;0.701672289;0.99995239
Ppp2r2a;131.4548889;0.113715102;0.701683499;0.99995239
Ascc3;151.4212067;0.109172819;0.701816751;0.99995239
Soat2;1.733602445;-0.612602665;0.701901162;0.99995239
Zfp607b;7.711541912;0.313102416;0.702043734;0.99995239
Ccnf;23.43352271;-0.117612421;0.702121413;0.99995239
Glb1l;10.93962922;0.271936542;0.702123811;0.99995239
Pih1d1;15.54264261;-0.156403072;0.702204414;0.99995239
Ergic3;80.58262402;-0.040612645;0.702213983;0.99995239
Gtf2a2;50.09513273;-0.064548667;0.702224635;0.99995239
Isoc2a;6.755071598;-0.267372107;0.702290069;0.99995239
Ticrr;23.37374332;-0.117718953;0.702305225;0.99995239
Decr2;25.34646334;-0.110983262;0.702333276;0.99995239
Atmin;35.26984286;-0.086364054;0.702352922;0.99995239
Zbtb8os;28.93322702;-0.100595238;0.702357885;0.99995239
Parg;69.70277419;0.138044286;0.702407699;0.99995239
Nucb2;33.11778465;0.178214531;0.702414639;0.99995239
9430015G10Rik;35.26984286;0.174206312;0.702474572;0.99995239
Sppl2b;23.31396392;-0.11782604;0.702489055;0.99995239
Scmh1;48.1821921;0.156034822;0.702803265;0.99995239
Srek1ip1;23.19440513;-0.118041893;0.702856763;0.99995239
Sf3b1;411.8800293;0.008620286;0.702946296;0.99995239
Vapa;167.0834081;-0.013429678;0.702964864;0.99995239
Prickle2;20.86300874;0.21107663;0.702988257;0.99995239
Snx29;9.325585569;0.289099708;0.703071233;0.99995239
Mcc;89.60931261;-0.035747383;0.703140226;0.99995239
Btbd19;20.86300874;-0.127028209;0.703273256;0.99995239
Sar1a;262.9097778;0.094031157;0.703299169;0.99995239
Ecd;50.99182365;-0.063082268;0.703391037;0.99995239
Gm1821;39.2750623;-0.07874732;0.703415662;0.99995239
Fam118a;49.73645637;-0.064462482;0.703456274;0.99995239
Kpna1;122.7868767;-0.023455353;0.703536718;0.99995239
Mark2;55.17638128;0.148742547;0.70354879;0.99995239
Mien1;7.053968571;-0.258753096;0.703610544;0.99995239
Ncbp1;142.3347387;-0.018359114;0.703662506;0.99995239
Elf4;67.96917174;0.138755911;0.703735279;0.99995239
Elp6;14.70573109;-0.161083275;0.703824013;0.99995239
Ints10;46.0301339;0.15810284;0.703854316;0.99995239
Fbxo48;7.771321307;0.310473359;0.703888164;0.99995239
Kdm2b;20.62389116;-0.127623949;0.703964339;0.99995239
2310030G06Rik;3.825881259;-0.376110046;0.703973067;0.99995239
D430013B06Rik;1.076029104;0.707721544;0.704062368;0.99995239
Zhx1;87.57681319;0.127864475;0.704113952;0.99995239
Atp6v1c1;107.7224692;0.119993006;0.704141374;0.99995239
Galns;14.5263929;0.241811715;0.704142784;0.99995239
Rbm26;113.8797468;0.117987373;0.70424597;0.99995239
Ppp1r16a;31.62329978;-0.09300654;0.704351996;0.99995239
Klhl26;25.34646334;0.195529781;0.704354352;0.99995239
Phf21a;63.60527593;-0.051014672;0.704412519;0.99995239
Oxsm;14.22749593;-0.164012606;0.704683944;0.99995239
Sec16a;134.7427556;0.11216961;0.704881125;0.99995239
Ifit1bl1;2.988969734;-0.435003735;0.704898206;0.99995239
Vav2;55.35571946;0.148066636;0.705000831;0.99995239
Faah;2.211837603;0.521351792;0.705002719;0.99995239
Enoph1;17.63492143;-0.141569556;0.705041143;0.99995239
Mtx2;32.93844646;-0.089701132;0.705186117;0.99995239
Fam96b;17.57514203;-0.141795789;0.705192169;0.99995239
Aars2;14.5861723;0.240640411;0.70531815;0.99995239
Rnpc3;20.145656;-0.128858638;0.705342091;0.99995239
Zfp446;5.200807336;-0.310039895;0.705343975;0.99995239
Gnl2;68.86586266;-0.046802421;0.70540036;0.99995239
Sptbn2;4.363895811;0.391837159;0.705413298;0.99995239
Tmem181a;65.33887837;0.139985332;0.705488441;0.99995239
Ruvbl2;51.5896176;-0.061582189;0.705544533;0.99995239
Mtcl1;60.97498256;-0.052703023;0.705624996;0.99995239
Rpp30;34.31337254;-0.086638582;0.70566287;0.99995239
Gm16091;7.651762518;-0.24365975;0.705680703;0.99995239
Rab23;65.45843716;-0.049143607;0.705708883;0.99995239
Pdgfa;29.59080036;-0.097097142;0.705786902;0.99995239
Ccnd1;94.81011995;-0.0326519;0.705796171;0.99995239
Gm42141;1.434705472;0.623889954;0.705845947;0.99995239
Mks1;1.434705472;0.623889954;0.705845947;0.99995239
Kctd2;19.96631782;-0.129337179;0.705857049;0.99995239
Coro1c;219.1512609;-0.005148847;0.705942316;0.99995239
Nr2c1;25.46602213;0.194365164;0.70596044;0.99995239
Usp36;60.85542377;-0.052656558;0.70602887;0.99995239
Fbxo32;58.52402738;-0.054612773;0.706144131;0.99995239
Txnl4b;13.27102562;-0.170525913;0.706231069;0.99995239
Gm15998;3.048749128;-0.427047012;0.706404844;0.99995239
Rps16;96.60350179;-0.031722858;0.70641752;0.99995239
Abracl;42.44337022;-0.072491548;0.70656447;0.99995239
Traf4;36.52521014;0.170258851;0.706611322;0.99995239
Glmp;163.1977474;0.105886429;0.706698607;0.99995239
Kansl2-ps;2.450955181;0.496635568;0.706812634;0.99995239
Trappc6b;34.37315194;0.173884605;0.706826779;0.99995239
